"","player_id","n","firstName","lastName","nationality","birthCity","primaryPosition","birthDate","link","Games_Played","Points_per_Game"
"452",8459462,30,"Bryan","McCabe","CAN","St. Catharines","D",1975-06-08,"/api/v1/people/8459462",72,0.416666666666667
"453",8475236,239,"Cody","Eakin","CAN","Winnipeg","C",1991-05-24,"/api/v1/people/8475236",574,0.416376306620209
"454",8477950,54,"Tony","DeAngelo","USA","Sewell","D",1995-10-24,"/api/v1/people/8477950",130,0.415384615384615
"455",8477444,158,"Andre","Burakovsky","SWE","Klagenfurt","LW",1995-02-09,"/api/v1/people/8477444",383,0.412532637075718
"456",8473482,146,"Jiri","Tlusty","CZE","Slany","LW",1988-03-16,"/api/v1/people/8473482",354,0.412429378531073
"457",8478873,14,"Troy","Terry","USA","Denver","RW",1997-09-10,"/api/v1/people/8478873",34,0.411764705882353
"458",8465951,139,"Matt","Cooke","CAN","Belleville","LW",1978-09-07,"/api/v1/people/8465951",338,0.411242603550296
"459",8471311,149,"Tyler","Kennedy","CAN","Sault Ste. Marie","C",1986-07-15,"/api/v1/people/8471311",363,0.410468319559229
"460",8470877,158,"David","Jones","CAN","Guelph","RW",1984-08-10,"/api/v1/people/8470877",385,0.41038961038961
"461",8470176,116,"Sean","Bergenheim","FIN","Helsinki","LW",1984-02-08,"/api/v1/people/8470176",283,0.409893992932862
"462",8475181,301,"Nick","Leddy","USA","Eden Prairie","D",1991-03-20,"/api/v1/people/8475181",735,0.40952380952381
"463",8470622,148,"Patrick","Eaves","USA","Calgary","RW",1984-05-01,"/api/v1/people/8470622",362,0.408839779005525
"464",8474594,103,"Slava","Voynov","RUS","Chelyabinsk","D",1990-01-15,"/api/v1/people/8474594",252,0.408730158730159
"465",8476892,152,"Colton","Parayko","CAN","St. Albert","D",1993-05-12,"/api/v1/people/8476892",372,0.408602150537634
"466",8462036,38,"Daymond","Langkow","CAN","Edmonton","C",1976-09-27,"/api/v1/people/8462036",93,0.408602150537634
"467",8473914,234,"Mark","Letestu","CAN","Elk Point","C",1985-02-04,"/api/v1/people/8473914",576,0.40625
"468",8458951,134,"Sergei","Gonchar","RUS","Chelyabinsk","D",1974-04-13,"/api/v1/people/8458951",330,0.406060606060606
"469",8466215,92,"Joe","Corvo","USA","Oak Park","D",1977-06-20,"/api/v1/people/8466215",227,0.405286343612335
"470",8474059,32,"Linus","Omark","SWE","Övertorneå","LW",1987-02-05,"/api/v1/people/8474059",79,0.40506329113924
"471",8476958,130,"Jaccob","Slavin","USA","Denver","D",1994-05-01,"/api/v1/people/8476958",321,0.404984423676012
"472",8478856,19,"Conor","Garland","USA","Scituate","RW",1996-03-11,"/api/v1/people/8478856",47,0.404255319148936
"473",8476919,161,"Chris","Tierney","CAN","Keswick","C",1994-07-01,"/api/v1/people/8476919",399,0.403508771929825
"474",8466149,117,"Daniel","Cleary","CAN","Carbonear","RW",1978-12-18,"/api/v1/people/8466149",290,0.403448275862069
"475",8471678,227,"Benoit","Pouliot","CAN","Alfred","LW",1986-09-29,"/api/v1/people/8471678",565,0.401769911504425
"476",8475907,134,"Micheal","Ferland","CAN","Swan River","LW",1992-04-20,"/api/v1/people/8475907",335,0.4
"477",8462118,10,"Marc","Savard","CAN","Ottawa","C",1977-07-17,"/api/v1/people/8462118",25,0.4
"478",8477249,6,"Andrew","Miller","USA","Bloomfield Hills","C",1988-09-18,"/api/v1/people/8477249",15,0.4
"479",8479336,6,"Carl","Grundstrom","SWE","Umea","RW",1997-12-01,"/api/v1/people/8479336",15,0.4
"480",8480074,4,"Alexandre","Texier","FRA","St. Martin D'heres","C",1999-09-13,"/api/v1/people/8480074",10,0.4
"481",8480771,2,"Daniel","Brickley","USA","SANDY","D",1995-03-30,"/api/v1/people/8480771",5,0.4
"482",8477456,69,"J.T.","Compher","USA","Northbrook","LW",1995-04-08,"/api/v1/people/8477456",173,0.398843930635838
"483",8478463,89,"Anthony","Beauvillier","CAN","Sorel-Tracy","C",1997-06-08,"/api/v1/people/8478463",224,0.397321428571429
"484",8469623,162,"Marek","Zidlicky","CZE","Most","D",1977-02-03,"/api/v1/people/8469623",408,0.397058823529412
"485",8478500,100,"Ivan","Provorov","RUS","Yaroslavl","D",1997-01-13,"/api/v1/people/8478500",252,0.396825396825397
"486",8467351,123,"Scott","Gomez","USA","Anchorage","C",1979-12-23,"/api/v1/people/8467351",310,0.396774193548387
"487",8480145,40,"Neal","Pionk","USA","Hermantown","D",1995-07-29,"/api/v1/people/8480145",101,0.396039603960396
"488",8471742,202,"Cody","Franson","CAN","Sicamous","D",1987-08-08,"/api/v1/people/8471742",512,0.39453125
"489",8466160,143,"Brenden","Morrow","CAN","Carlyle","LW",1979-01-16,"/api/v1/people/8466160",363,0.393939393939394
"490",8471390,147,"Mike","Santorelli","CAN","Vancouver","C",1985-12-14,"/api/v1/people/8471390",374,0.393048128342246
"491",8477986,82,"Brandon","Montour","CAN","Brantford","D",1994-04-11,"/api/v1/people/8477986",209,0.392344497607655
"492",8474574,228,"Tyler","Myers","CAN","Houston","D",1990-02-01,"/api/v1/people/8474574",582,0.391752577319588
"493",8476525,108,"Colin","Miller","CAN","Sault Ste. Marie","D",1992-10-29,"/api/v1/people/8476525",276,0.391304347826087
"494",8474146,9,"Spencer","Machacek","CAN","Lethbridge","RW",1988-10-14,"/api/v1/people/8474146",23,0.391304347826087
"495",8462077,53,"Jochen","Hecht","DEU","Mannheim","C",1977-06-21,"/api/v1/people/8462077",136,0.389705882352941
"496",8474189,295,"Lars","Eller","DNK","Rodovre","C",1989-05-08,"/api/v1/people/8474189",757,0.389696169088507
"497",8478542,60,"Evan","Rodrigues","CAN","Toronto","LW",1993-07-28,"/api/v1/people/8478542",154,0.38961038961039
"498",8480036,37,"Miro","Heiskanen","FIN","Espoo","D",1999-07-18,"/api/v1/people/8480036",95,0.389473684210526
"499",8476855,135,"Nail","Yakupov","RUS","Nizhnekamsk","RW",1993-10-06,"/api/v1/people/8476855",347,0.389048991354467
"500",8473579,210,"Nikolay","Kulemin","RUS","Magnitogorsk","LW",1986-07-14,"/api/v1/people/8473579",540,0.388888888888889
"501",8478870,14,"Rudolfs","Balcers","LVA","Latvia","LW",1997-04-08,"/api/v1/people/8478870",36,0.388888888888889
"502",8475209,162,"Richard","Panik","SVK","Martin","RW",1991-02-07,"/api/v1/people/8475209",417,0.388489208633094
"503",8478407,66,"Vince","Dunn","CAN","Mississauga","D",1996-10-29,"/api/v1/people/8478407",170,0.388235294117647
"504",8476918,97,"Jimmy","Vesey","USA","Boston","LW",1993-05-26,"/api/v1/people/8476918",250,0.388
"505",8470828,187,"Toby","Enstrom","SWE","Nordingra","D",1984-11-05,"/api/v1/people/8470828",482,0.387966804979253
"506",8477960,74,"Adrian","Kempe","SWE","Kramfors","LW",1996-09-13,"/api/v1/people/8477960",191,0.387434554973822
"507",8468485,93,"Raffi","Torres","CAN","Toronto","LW",1981-10-08,"/api/v1/people/8468485",241,0.385892116182573
"508",8459457,59,"Jamie","Langenbrunner","USA","Cloquet","RW",1975-07-24,"/api/v1/people/8459457",153,0.38562091503268
"509",8479999,32,"Casey","Mittelstadt","USA","Eden Prairie","C",1998-11-22,"/api/v1/people/8479999",83,0.385542168674699
"510",8469462,136,"Tuomo","Ruutu","FIN","Vantaa","LW",1983-02-16,"/api/v1/people/8469462",353,0.385269121813031
"511",8477015,104,"Connor","Brown","CAN","Toronto","RW",1994-01-14,"/api/v1/people/8477015",270,0.385185185185185
"512",8475637,50,"Bobby","Butler","USA","Marlborough","RW",1987-04-26,"/api/v1/people/8475637",130,0.384615384615385
"513",8470602,258,"Dion","Phaneuf","CAN","Edmonton","D",1985-04-10,"/api/v1/people/8470602",671,0.384500745156483
"514",8476419,154,"Jean-Gabriel","Pageau","CAN","Ottawa","C",1992-11-11,"/api/v1/people/8476419",401,0.384039900249377
"515",8473465,206,"Jamie","McGinn","CAN","Fergus","LW",1988-08-05,"/api/v1/people/8473465",537,0.383612662942272
"516",8478866,46,"Dominik","Simon","CZE","Prague","C",1994-08-08,"/api/v1/people/8478866",120,0.383333333333333
"517",8467423,144,"Shawn","Horcoff","CAN","Trail","C",1978-09-17,"/api/v1/people/8467423",376,0.382978723404255
"518",8476195,75,"Cory","Conacher","CAN","Burlington","C",1989-12-14,"/api/v1/people/8476195",196,0.38265306122449
"519",8476854,190,"Hampus","Lindholm","SWE","Helsingborg","D",1994-01-20,"/api/v1/people/8476854",497,0.382293762575453
"520",8469639,160,"Brooks","Laich","CAN","Wawota","C",1983-06-23,"/api/v1/people/8469639",419,0.381861575178998
"521",8477943,74,"Brendan","Perlini","GBR","Guildford","LW",1996-04-27,"/api/v1/people/8477943",194,0.381443298969072
"522",8477413,85,"Sven","Andrighetto","CHE","Zurich","RW",1993-03-21,"/api/v1/people/8477413",223,0.381165919282511
"523",8449645,16,"Mike","Modano","USA","Livonia","C",1970-06-07,"/api/v1/people/8449645",42,0.380952380952381
"524",8471699,293,"Andrew","Cogliano","CAN","Toronto","LW",1987-06-14,"/api/v1/people/8471699",770,0.380519480519481
"525",8476472,123,"Oscar","Klefbom","SWE","Karlstad","D",1993-07-20,"/api/v1/people/8476472",324,0.37962962962963
"526",8476062,52,"Mark","Arcobello","USA","Milford","RW",1988-08-12,"/api/v1/people/8476062",137,0.37956204379562
"527",8474091,223,"Brandon","Sutter","CAN","Huntington","C",1989-02-14,"/api/v1/people/8474091",589,0.378607809847199
"528",8471794,211,"Darren","Helm","CAN","St. Andrews","C",1987-01-21,"/api/v1/people/8471794",559,0.377459749552773
"529",8477935,123,"Sam","Bennett","CAN","Holland Landing","C",1996-06-20,"/api/v1/people/8477935",326,0.377300613496933
"530",8476894,46,"Brendan","Leipsic","CAN","Winnipeg","LW",1994-05-19,"/api/v1/people/8476894",122,0.377049180327869
"531",8477406,95,"Mattias","Janmark","SWE","Stockholm","C",1992-12-08,"/api/v1/people/8477406",253,0.375494071146245
"532",8474627,128,"Jori","Lehtera","FIN","Helsinki","C",1987-12-23,"/api/v1/people/8474627",341,0.375366568914956
"533",8471743,159,"Vladimir","Sobotka","CZE","Trebic","C",1987-07-02,"/api/v1/people/8471743",424,0.375
"534",8474577,114,"Joe","Colborne","CAN","Calgary","C",1990-01-30,"/api/v1/people/8474577",304,0.375
"535",8476913,90,"Devin","Shore","CAN","Ajax","C",1994-07-19,"/api/v1/people/8476913",240,0.375
"536",8478366,78,"Frank","Vatrano","USA","East Longmeadow","C",1994-03-14,"/api/v1/people/8478366",208,0.375
"537",8477953,57,"Kasperi","Kapanen","FIN","Kuopio","RW",1996-07-23,"/api/v1/people/8477953",152,0.375
"538",8470265,45,"Anton","Babchuk","UKR","Kiev","D",1984-05-06,"/api/v1/people/8470265",120,0.375
"539",8470597,24,"Nikolay","Zherdev","RUS","Kiev","RW",1984-11-05,"/api/v1/people/8470597",64,0.375
"540",8478846,15,"Christian","Wolanin","CAN","Quebec City","D",1995-03-17,"/api/v1/people/8478846",40,0.375
"541",8471386,6,"Scott","Parse","USA","Portage","LW",1984-09-05,"/api/v1/people/8471386",16,0.375
"542",8475275,3,"Patrick","Wey","USA","Pittsburgh","D",1991-03-21,"/api/v1/people/8475275",8,0.375
"543",8476910,3,"Scott","Kosmachuk","CAN","Richmond Hill","RW",1994-01-24,"/api/v1/people/8476910",8,0.375
"544",8477634,3,"Trevor","Murphy","CAN","Windsor","D",1995-07-17,"/api/v1/people/8477634",8,0.375
"545",8475250,47,"Andrej","Nestrasil","CZE","Prague","C",1991-02-22,"/api/v1/people/8475250",126,0.373015873015873
"546",8468500,16,"Alex","Frolov","RUS","Moscow","LW",1982-06-19,"/api/v1/people/8468500",43,0.372093023255814
"547",8477476,84,"Artturi","Lehkonen","FIN","Piikkio","LW",1995-07-04,"/api/v1/people/8477476",226,0.371681415929204
"548",8473446,217,"Erik","Johnson","USA","Bloomington","D",1988-03-21,"/api/v1/people/8473446",585,0.370940170940171
"549",8471504,160,"Rene","Bourque","CAN","Lac La Biche","RW",1981-12-10,"/api/v1/people/8471504",432,0.37037037037037
"550",8474018,10,"Christopher","DiDomenico","CAN","Toronto","LW",1989-02-20,"/api/v1/people/8474018",27,0.37037037037037
"551",8478401,76,"Pavel","Zacha","CZE","Brno","C",1997-04-06,"/api/v1/people/8478401",206,0.368932038834951
"552",8480113,59,"Alex","Iafallo","USA","Eden","C",1993-12-21,"/api/v1/people/8480113",160,0.36875
"553",8468518,120,"Tomas","Kopecky","SVK","Ilava","RW",1982-02-05,"/api/v1/people/8468518",327,0.36697247706422
"554",8468704,51,"Antti","Miettinen","FIN","Hämeenlinna","RW",1980-07-03,"/api/v1/people/8468704",139,0.366906474820144
"555",8476869,96,"Brady","Skjei","USA","Lakeville","D",1994-03-26,"/api/v1/people/8476869",262,0.366412213740458
"556",8471804,138,"Nathan","Gerbe","USA","Oxford","C",1987-07-24,"/api/v1/people/8471804",377,0.36604774535809
"557",8471702,277,"Matt","Niskanen","USA","Virginia","D",1986-12-06,"/api/v1/people/8471702",757,0.365918097754293
"558",8478396,117,"Noah","Hanifin","USA","Boston","D",1997-01-25,"/api/v1/people/8478396",320,0.365625
"559",8475714,163,"Calle","Jarnkrok","SWE","Gävle","C",1991-09-25,"/api/v1/people/8475714",446,0.365470852017937
"560",8471254,161,"Bryan","Bickell","CAN","Bowmanville","LW",1986-03-09,"/api/v1/people/8471254",441,0.365079365079365
"561",8476889,112,"Radek","Faksa","CZE","Vitkov","C",1994-01-09,"/api/v1/people/8476889",307,0.364820846905537
"562",8476923,132,"Damon","Severson","CAN","Melville","D",1994-08-07,"/api/v1/people/8476923",362,0.364640883977901
"563",8470640,176,"Matt","Carle","USA","Anchorage","D",1984-09-25,"/api/v1/people/8470640",483,0.364389233954451
"564",8471716,247,"Justin","Abdelkader","USA","Muskegon","LW",1987-02-25,"/api/v1/people/8471716",678,0.364306784660767
"565",8469812,67,"Chad","LaRose","USA","Fraser","RW",1982-03-27,"/api/v1/people/8469812",184,0.364130434782609
"566",8471677,249,"Jack","Johnson","USA","Indianapolis","D",1987-01-13,"/api/v1/people/8471677",684,0.364035087719298
"567",8470700,4,"Byron","Bitz","CAN","Saskatoon","RW",1984-07-21,"/api/v1/people/8470700",11,0.363636363636364
"568",8466251,240,"Jason","Chimera","CAN","Edmonton","LW",1979-05-02,"/api/v1/people/8466251",662,0.362537764350453
"569",8458590,71,"Mike","Knuble","USA","Toronto","RW",1972-07-04,"/api/v1/people/8458590",196,0.362244897959184
"570",8467844,46,"Jason","Blake","USA","Moorhead","LW",1973-09-02,"/api/v1/people/8467844",127,0.362204724409449
"571",8471232,173,"Lauri","Korpikoski","FIN","Turku","LW",1986-07-28,"/api/v1/people/8471232",478,0.361924686192469
"572",8478067,39,"Oskar","Lindblom","SWE","Gävle","LW",1996-08-15,"/api/v1/people/8478067",108,0.361111111111111
"573",8471284,200,"Andrej","Sekera","SVK","Bojnice","D",1986-06-08,"/api/v1/people/8471284",554,0.36101083032491
"574",8477451,92,"Ryan","Hartman","USA","Hilton Head Isl.","LW",1994-09-20,"/api/v1/people/8477451",255,0.36078431372549
"575",8474685,186,"Matt","Calvert","CAN","Brandon","LW",1989-12-24,"/api/v1/people/8474685",517,0.359767891682785
"576",8468639,142,"John-Michael","Liles","USA","Indianapolis","D",1980-11-25,"/api/v1/people/8468639",395,0.359493670886076
"577",8471236,101,"Andrej","Meszaros","SVK","Povazská Bystrica","D",1985-10-13,"/api/v1/people/8471236",281,0.359430604982206
"578",8471811,37,"Cal","O'Reilly","CAN","Toronto","C",1986-09-30,"/api/v1/people/8471811",103,0.359223300970874
"579",8477955,88,"Jared","McCann","CAN","Stratford","C",1996-05-31,"/api/v1/people/8477955",245,0.359183673469388
"580",8467943,51,"Niklas","Hagman","FIN","Espoo","LW",1979-12-05,"/api/v1/people/8467943",142,0.359154929577465
"581",8476873,56,"Mark","Jankowski","CAN","Hamilton","C",1994-09-13,"/api/v1/people/8476873",156,0.358974358974359
"582",8475218,189,"Mattias","Ekholm","SWE","Borlange","D",1990-05-24,"/api/v1/people/8475218",527,0.358633776091082
"583",8477958,44,"Nikolay","Goldobin","RUS","Moscow","RW",1995-10-07,"/api/v1/people/8477958",123,0.357723577235772
"584",8474849,175,"Antoine","Roussel","FRA","Roubaix","LW",1989-11-21,"/api/v1/people/8474849",490,0.357142857142857
"585",8475841,25,"Tim","Heed","SWE","Gothenburg","D",1991-01-27,"/api/v1/people/8475841",70,0.357142857142857
"586",8462129,106,"Michal","Handzus","SVK","Banská Bystrica","C",1977-03-11,"/api/v1/people/8462129",297,0.356902356902357
"587",8471266,112,"David","Booth","USA","Detroit","LW",1984-11-24,"/api/v1/people/8471266",314,0.356687898089172
"588",8470273,72,"Ian","White","CAN","Steinbach","D",1984-06-04,"/api/v1/people/8470273",202,0.356435643564356
"589",8477941,93,"Nick","Ritchie","CAN","Orangeville","LW",1995-12-05,"/api/v1/people/8477941",263,0.35361216730038
"590",8476410,47,"Josh","Leivo","CAN","Innisfil","LW",1993-05-26,"/api/v1/people/8476410",133,0.353383458646617
"591",8476399,65,"Blake","Coleman","USA","Plano","C",1991-11-28,"/api/v1/people/8476399",184,0.353260869565217
"592",8475844,30,"Kenny","Agostino","USA","Morristown","LW",1992-04-30,"/api/v1/people/8475844",85,0.352941176470588
"593",8478452,6,"Caleb","Jones","USA","Arlington","D",1997-06-06,"/api/v1/people/8478452",17,0.352941176470588
"594",8469473,111,"Marcel","Goc","DEU","Calw","C",1983-08-24,"/api/v1/people/8469473",315,0.352380952380952
"595",8471260,231,"Blake","Comeau","CAN","Meadow Lake","LW",1986-02-18,"/api/v1/people/8471260",656,0.352134146341463
"596",8479404,19,"Henrik","Borgstrom","FIN","Helsinki","C",1997-08-06,"/api/v1/people/8479404",54,0.351851851851852
"597",8478472,26,"Mathieu","Joseph","CAN","Laval","RW",1997-02-09,"/api/v1/people/8478472",74,0.351351351351351
"598",8477589,14,"Ronalds","Kenins","LVA","Riga","LW",1991-02-28,"/api/v1/people/8477589",40,0.35
"599",8479353,23,"Brett","Howden","CAN","Calgary","C",1998-03-29,"/api/v1/people/8479353",66,0.348484848484849
"600",8471851,79,"Matt","D'Agostini","CAN","Sault Ste. Marie","RW",1986-10-23,"/api/v1/people/8471851",227,0.348017621145374
"601",8473492,156,"Matt","Beleskey","CAN","Windsor","LW",1988-06-07,"/api/v1/people/8473492",449,0.347438752783964
"602",8478432,54,"Christian","Fischer","USA","Chicago","RW",1997-04-15,"/api/v1/people/8478432",156,0.346153846153846
"603",8471862,104,"Colin","Greening","CAN","St. John's","C",1986-03-09,"/api/v1/people/8471862",301,0.345514950166113
"604",8475163,165,"Alex","Chiasson","CAN","Montreal","RW",1990-10-01,"/api/v1/people/8475163",478,0.345188284518828
"605",8473463,147,"Leo","Komarov","FIN","Narva","C",1987-01-23,"/api/v1/people/8473463",426,0.345070422535211
"606",8468432,10,"Steve","Reinprecht","CAN","Edmonton","C",1976-05-07,"/api/v1/people/8468432",29,0.344827586206897
"607",8470203,10,"Greg","Mauldin","USA","Boston","LW",1982-06-10,"/api/v1/people/8470203",29,0.344827586206897
"608",8476927,10,"Teddy","Blueger","LVA","Riga","C",1994-08-15,"/api/v1/people/8476927",29,0.344827586206897
"609",8476235,73,"Justin","Fontaine","CAN","Bonnyville","RW",1987-11-06,"/api/v1/people/8476235",212,0.344339622641509
"610",8474584,190,"Michael","Del Zotto","CAN","Stouffville","D",1990-06-24,"/api/v1/people/8474584",553,0.343580470162749
"611",8477901,34,"Daniel","Carr","CAN","Sherwood Park","LW",1991-11-01,"/api/v1/people/8477901",99,0.343434343434343
"612",8475180,89,"Peter","Holland","CAN","Toronto","C",1991-01-14,"/api/v1/people/8475180",260,0.342307692307692
"613",8475792,158,"Brett","Connolly","CAN","Campbell River","RW",1992-05-02,"/api/v1/people/8475792",462,0.341991341991342
"614",8468542,186,"Paul","Martin","USA","Minneapolis","D",1981-03-05,"/api/v1/people/8468542",545,0.341284403669725
"615",8476423,44,"Reid","Boucher","USA","Lansing","C",1993-09-08,"/api/v1/people/8476423",129,0.341085271317829
"616",8477948,46,"Travis","Sanheim","CAN","Elkhorn","D",1996-03-29,"/api/v1/people/8477948",135,0.340740740740741
"617",8476469,84,"Joel","Armia","FIN","Pori","RW",1993-05-31,"/api/v1/people/8476469",247,0.340080971659919
"618",8475855,131,"Jesper","Fast","SWE","Nassjo","RW",1991-12-02,"/api/v1/people/8475855",386,0.339378238341969
"619",8476440,101,"Markus","Granlund","FIN","Oulu","C",1993-04-16,"/api/v1/people/8476440",298,0.338926174496644
"620",8478455,21,"Austin","Wagner","CAN","Calgary","LW",1997-06-23,"/api/v1/people/8478455",62,0.338709677419355
"621",8476207,67,"Brian","Gibbons","USA","Braintree","C",1988-02-26,"/api/v1/people/8476207",198,0.338383838383838
"622",8475223,45,"Linden","Vey","CAN","Wakaw","RW",1991-07-17,"/api/v1/people/8475223",133,0.338345864661654
"623",8477425,69,"Miles","Wood","USA","Buffalo","LW",1995-09-13,"/api/v1/people/8477425",204,0.338235294117647
"624",8479944,24,"Zach","Aston-Reese","USA","Staten Island","C",1994-08-10,"/api/v1/people/8479944",71,0.338028169014085
"625",8470618,53,"Anthony","Stewart","CAN","LaSalle","RW",1985-01-05,"/api/v1/people/8470618",157,0.337579617834395
"626",8471482,65,"Grant","Clitsome","CAN","Gloucester","D",1985-04-14,"/api/v1/people/8471482",193,0.336787564766839
"627",8476948,37,"Charles","Hudon","CAN","Alma","LW",1994-06-23,"/api/v1/people/8476948",110,0.336363636363636
"628",8473507,210,"Jeff","Petry","USA","Ann Arbor","D",1987-12-09,"/api/v1/people/8473507",625,0.336
"629",8476934,85,"Brock","McGinn","CAN","Fergus","LW",1994-02-02,"/api/v1/people/8476934",253,0.33596837944664
"630",8471709,250,"Marc-Edouard","Vlasic","CAN","Montreal","D",1987-03-30,"/api/v1/people/8471709",745,0.335570469798658
"631",8479370,53,"Tyson","Jost","CAN","St. Albert","C",1998-03-14,"/api/v1/people/8479370",158,0.335443037974684
"632",8475738,57,"Jordan","Weal","CAN","North Vancouver","C",1992-04-15,"/api/v1/people/8475738",170,0.335294117647059
"633",8470920,126,"David","Clarkson","CAN","Toronto","RW",1984-03-31,"/api/v1/people/8470920",377,0.3342175066313
"634",8476442,146,"Matt","Nieto","USA","Long Beach","LW",1992-11-05,"/api/v1/people/8476442",437,0.334096109839817
"635",8475772,158,"Riley","Sheahan","CAN","St. Catharines","C",1991-12-07,"/api/v1/people/8475772",474,0.333333333333333
"636",8460561,38,"Sheldon","Souray","CAN","Elk Point","D",1976-07-13,"/api/v1/people/8460561",114,0.333333333333333
"637",8476329,21,"Travis","Boyd","USA","Hopkins","C",1993-09-14,"/api/v1/people/8476329",63,0.333333333333333
"638",8479644,11,"Matt","Luff","CAN","Oakville","RW",1997-05-05,"/api/v1/people/8479644",33,0.333333333333333
"639",8474693,4,"Tomas","Kubalik","CZE","Plzen","RW",1990-05-01,"/api/v1/people/8474693",12,0.333333333333333
"640",8480314,4,"Max","Veronneau","CAN","Ottawa","RW",1995-12-12,"/api/v1/people/8480314",12,0.333333333333333
"641",8470136,3,"Nathan","Oystrick","CAN","Regina","D",1982-12-17,"/api/v1/people/8470136",9,0.333333333333333
"642",8476827,3,"Chad","Billins","USA","Port Huron","D",1989-05-26,"/api/v1/people/8476827",9,0.333333333333333
"643",8480821,3,"Filip","Zadina","CZE","Pardubice","RW",1999-11-27,"/api/v1/people/8480821",9,0.333333333333333
"644",8468510,2,"Jeff","Taffe","USA","Hastings","LW",1981-02-19,"/api/v1/people/8468510",6,0.333333333333333
"645",8476147,2,"Kael","Mouillierat","CAN","Edmonton","LW",1987-12-09,"/api/v1/people/8476147",6,0.333333333333333
"646",8477427,2,"Tobias","Lindberg","SWE","Stockholm","RW",1995-07-22,"/api/v1/people/8477427",6,0.333333333333333
"647",8477666,2,"Simon","Moser","CHE","Bern","C",1989-03-10,"/api/v1/people/8477666",6,0.333333333333333
"648",8477816,2,"Michael","Zalewski","USA","New Hartford","LW",1992-08-18,"/api/v1/people/8477816",6,0.333333333333333
"649",8480341,2,"Adam","Johnson","USA","Grand Rapids","C",1994-06-22,"/api/v1/people/8480341",6,0.333333333333333
"650",8469675,1,"Martin","Gerber","CHE","Burgdorf","G",1974-09-03,"/api/v1/people/8469675",3,0.333333333333333
"651",8474554,1,"Eric","Selleck","CAN","Brockville","LW",1987-10-20,"/api/v1/people/8474554",3,0.333333333333333
"652",8475102,1,"Travis","Turnbull","USA","St. Louis","C",1986-07-07,"/api/v1/people/8475102",3,0.333333333333333
"653",8475210,1,"Anton","Rodin","SWE","Stockholm","RW",1990-11-21,"/api/v1/people/8475210",3,0.333333333333333
"654",8475723,1,"Petr","Straka","CZE","Plzen","RW",1992-06-15,"/api/v1/people/8475723",3,0.333333333333333
"655",8476211,1,"Carter","Camper","USA","Cleveland","C",1988-07-06,"/api/v1/people/8476211",3,0.333333333333333
"656",8477082,1,"Dmitry","Korobov","BLR","Novopolotsk","D",1989-03-12,"/api/v1/people/8477082",3,0.333333333333333
"657",8478136,1,"Jacob","Middleton","CAN","Wainwright","D",1996-01-02,"/api/v1/people/8478136",3,0.333333333333333
"658",8479650,1,"Vadim","Shipachyov","RUS","Cherepovets","C",1987-03-12,"/api/v1/people/8479650",3,0.333333333333333
"659",8470110,211,"Trevor","Daley","CAN","Toronto","D",1983-10-09,"/api/v1/people/8470110",634,0.332807570977918
"660",8474098,132,"Colton","Sceviour","CAN","Red Deer","C",1989-04-20,"/api/v1/people/8474098",397,0.332493702770781
"661",8469664,90,"David","Moss","USA","Livonia","RW",1981-12-28,"/api/v1/people/8469664",272,0.330882352941176
"662",8474062,163,"Riley","Nash","CAN","Consort","C",1989-05-09,"/api/v1/people/8474062",493,0.330628803245436
"663",8474166,202,"Alec","Martinez","USA","Rochester Hills","D",1987-07-26,"/api/v1/people/8474166",611,0.330605564648118
"664",8476779,39,"Brad","Hunt","CAN","Maple Ridge","D",1988-08-24,"/api/v1/people/8476779",118,0.330508474576271
"665",8475200,165,"Dmitry","Orlov","RUS","Novokuznetsk","D",1991-07-23,"/api/v1/people/8475200",500,0.33
"666",8477010,26,"Joseph","Blandisi","CAN","Markham","LW",1994-07-18,"/api/v1/people/8477010",79,0.329113924050633
"667",8479465,63,"Drake","Caggiula","CAN","Pickering","LW",1994-06-20,"/api/v1/people/8479465",192,0.328125
"668",8476356,123,"Tobias","Rieder","DEU","Landshut","RW",1993-01-10,"/api/v1/people/8476356",375,0.328
"669",8478458,41,"Jack","Roslovic","USA","Columbus","C",1997-01-29,"/api/v1/people/8478458",125,0.328
"670",8471280,35,"Nick","Johnson","CAN","Calgary","RW",1985-12-24,"/api/v1/people/8471280",107,0.327102803738318
"671",8478466,29,"Daniel","Sprong","NLD","Amsterdam","RW",1997-03-17,"/api/v1/people/8478466",89,0.325842696629214
"672",8477510,14,"Kerby","Rychel","CAN","Torrance","LW",1994-10-07,"/api/v1/people/8477510",43,0.325581395348837
"673",8477458,13,"Valentin","Zykov","RUS","St. Petersburg","LW",1995-05-15,"/api/v1/people/8477458",40,0.325
"674",8476880,169,"Tom","Wilson","CAN","Toronto","RW",1994-03-29,"/api/v1/people/8476880",521,0.324376199616123
"675",8477947,24,"Sonny","Milano","USA","Massapequa","LW",1996-05-12,"/api/v1/people/8477947",74,0.324324324324324
"676",8471483,12,"Kyle","Wilson","CAN","Oakville","C",1984-12-15,"/api/v1/people/8471483",37,0.324324324324324
"677",8472379,35,"Tim","Stapleton","USA","Forest Park","C",1982-07-19,"/api/v1/people/8472379",108,0.324074074074074
"678",8473537,163,"Viktor","Stalberg","SWE","Gothenburg","LW",1986-01-17,"/api/v1/people/8473537",503,0.324055666003976
